aufgabe,schwierigkeit,instruction,input,output
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 69 J. Tatzeit: 20.04.2026, 11:11–11:11 Uhr. Tatort: Wohnanschrift Pforzheim. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 20.04.2026 in der Zeit von 11:11 Uhr bis 11:11 Uhr kam es im Bereich Wohnanschrift in Pforzheim zu einem Ladendiebstahl zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1957. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 21 J. Tatzeit: 21.02.2026, 10:52–13:52 Uhr. Tatort: Bahnhof Esslingen. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: unbekannt.","Am 21.02.2026 in der Zeit von 10:52 Uhr bis 13:52 Uhr kam es im Bereich Bahnhof in Esslingen zu einem Sachbeschädigung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.2005. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 23 J. Tatzeit: 03.04.2026, 12:49–15:49 Uhr. Tatort: Supermarkt Pforzheim. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 03.04.2026 in der Zeit von 12:49 Uhr bis 15:49 Uhr kam es im Bereich Supermarkt in Pforzheim zu einem Betrug zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.2003. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 59 J. Tatzeit: 03.04.2026, 10:13–11:13 Uhr. Tatort: Supermarkt Esslingen. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 03.04.2026 in der Zeit von 10:13 Uhr bis 11:13 Uhr kam es im Bereich Supermarkt in Esslingen zu einem Trickdiebstahl zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1967. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 46 J. Tatzeit: 06.03.2026, 09:58–11:58 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: unbekannt.","Am 06.03.2026 in der Zeit von 09:58 Uhr bis 11:58 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Ladendiebstahl zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1980. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 45 J. Tatzeit: 16.04.2026, 19:10–21:10 Uhr. Tatort: Diskothek Esslingen. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 16.04.2026 in der Zeit von 19:10 Uhr bis 21:10 Uhr kam es im Bereich Diskothek in Esslingen zu einem Trickdiebstahl zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.1981. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 57 J. Tatzeit: 13.02.2026, 06:22–06:22 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: unbekannt.","Am 13.02.2026 in der Zeit von 06:22 Uhr bis 06:22 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Sachbeschädigung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1969. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 30 J. Tatzeit: 26.03.2026, 13:47–14:47 Uhr. Tatort: Einkaufszentrum Pforzheim. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 26.03.2026 in der Zeit von 13:47 Uhr bis 14:47 Uhr kam es im Bereich Einkaufszentrum in Pforzheim zu einem Betrug zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1996. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 43 J. Tatzeit: 10.03.2026, 06:00–08:00 Uhr. Tatort: Supermarkt Stuttgart. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: unbekannt.","Am 10.03.2026 in der Zeit von 06:00 Uhr bis 08:00 Uhr kam es im Bereich Supermarkt in Stuttgart zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1983. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 50 J. Tatzeit: 06.04.2026, 23:26–02:26 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 06.04.2026 in der Zeit von 23:26 Uhr bis 02:26 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Betrug zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1976. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 58 J. Tatzeit: 05.04.2026, 00:06–02:06 Uhr. Tatort: Wohnanschrift Ludwigsburg. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 05.04.2026 in der Zeit von 00:06 Uhr bis 02:06 Uhr kam es im Bereich Wohnanschrift in Ludwigsburg zu einem Körperverletzung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1968. Der Geschädigte erlitt Prellungen. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 44 J. Tatzeit: 22.03.2026, 22:37–00:37 Uhr. Tatort: Wohnanschrift Esslingen. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 22.03.2026 in der Zeit von 22:37 Uhr bis 00:37 Uhr kam es im Bereich Wohnanschrift in Esslingen zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1982. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 68 J. Tatzeit: 03.02.2026, 14:21–15:21 Uhr. Tatort: Diskothek Karlsruhe. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: unbekannt.","Am 03.02.2026 in der Zeit von 14:21 Uhr bis 15:21 Uhr kam es im Bereich Diskothek in Karlsruhe zu einem Körperverletzung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1958. Der Geschädigte erlitt Prellungen. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 62 J. Tatzeit: 02.04.2026, 05:23–07:23 Uhr. Tatort: Diskothek Karlsruhe. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 02.04.2026 in der Zeit von 05:23 Uhr bis 07:23 Uhr kam es im Bereich Diskothek in Karlsruhe zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1964. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 62 J. Tatzeit: 15.03.2026, 20:56–23:56 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: unbekannt.","Am 15.03.2026 in der Zeit von 20:56 Uhr bis 23:56 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Sachbeschädigung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1964. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 33 J. Tatzeit: 15.01.2026, 10:50–13:50 Uhr. Tatort: Parkplatz Karlsruhe. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 15.01.2026 in der Zeit von 10:50 Uhr bis 13:50 Uhr kam es im Bereich Parkplatz in Karlsruhe zu einem Ladendiebstahl zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.1993. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 54 J. Tatzeit: 02.01.2026, 18:20–21:20 Uhr. Tatort: Wohnanschrift Ludwigsburg. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 02.01.2026 in der Zeit von 18:20 Uhr bis 21:20 Uhr kam es im Bereich Wohnanschrift in Ludwigsburg zu einem Trickdiebstahl zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1972. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 43 J. Tatzeit: 07.03.2026, 07:35–09:35 Uhr. Tatort: Supermarkt Stuttgart. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 07.03.2026 in der Zeit von 07:35 Uhr bis 09:35 Uhr kam es im Bereich Supermarkt in Stuttgart zu einem Betrug zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1983. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 67 J. Tatzeit: 15.01.2026, 15:10–17:10 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 15.01.2026 in der Zeit von 15:10 Uhr bis 17:10 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Körperverletzung zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1959. Der Geschädigte erlitt Prellungen. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 30 J. Tatzeit: 15.02.2026, 20:52–20:52 Uhr. Tatort: Bahnhof Ludwigsburg. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 15.02.2026 in der Zeit von 20:52 Uhr bis 20:52 Uhr kam es im Bereich Bahnhof in Ludwigsburg zu einem Trickdiebstahl zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.1996. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 70 J. Tatzeit: 12.01.2026, 01:48–04:48 Uhr. Tatort: Bahnhof Pforzheim. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 12.01.2026 in der Zeit von 01:48 Uhr bis 04:48 Uhr kam es im Bereich Bahnhof in Pforzheim zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1956. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 32 J. Tatzeit: 21.01.2026, 10:49–10:49 Uhr. Tatort: Parkplatz Ludwigsburg. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: unbekannt.","Am 21.01.2026 in der Zeit von 10:49 Uhr bis 10:49 Uhr kam es im Bereich Parkplatz in Ludwigsburg zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1994. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 30 J. Tatzeit: 15.01.2026, 04:31–04:31 Uhr. Tatort: Bahnhof Esslingen. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 15.01.2026 in der Zeit von 04:31 Uhr bis 04:31 Uhr kam es im Bereich Bahnhof in Esslingen zu einem Trickdiebstahl zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1996. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 24 J. Tatzeit: 04.04.2026, 19:55–19:55 Uhr. Tatort: Parkplatz Pforzheim. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 04.04.2026 in der Zeit von 19:55 Uhr bis 19:55 Uhr kam es im Bereich Parkplatz in Pforzheim zu einem Sachbeschädigung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.2002. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 28 J. Tatzeit: 10.02.2026, 18:02–21:02 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 10.02.2026 in der Zeit von 18:02 Uhr bis 21:02 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Betrug zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1998. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
