case_id,deliktart,tatmittel,tatort_stadt,tatort_urban,tatzeit,tatzeit_nacht,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,netzwerk_score,vorplanungszeit_h,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00026,Cybercrime,keines,Ulm,0,2025-05-27 18:00:00,0,iPhone,Telekom,66370,126.153.26.71,182.92,4,1,25,0.924,9.88,1,0,1,0,mittel
BW-2025-00027,Raub,Messer,Freiburg,1,2025-10-11 23:00:00,1,Tablet,1&1,22463,91.3.43.53,1168.52,4,2,13,0.783,10.06,0,0,1,1,mittel
BW-2025-00028,Sachbeschädigung,Phishing-Mail,Pforzheim,0,2025-11-20 18:00:00,0,Laptop,Vodafone,18799,34.90.129.236,8314.11,2,5,42,0.879,25.37,1,1,0,1,hoch
BW-2025-00029,Diebstahl,Laptop,Ulm,0,2025-03-30 19:00:00,0,iPhone,O2,82924,26.90.233.211,452.76,2,1,9,0.512,5.23,1,1,0,0,niedrig
BW-2025-00030,Drogenhandel,Laptop,Ulm,0,2025-02-05 02:00:00,1,Laptop,1&1,47700,164.180.121.212,5368.23,3,2,21,0.782,19.32,0,0,0,1,mittel
BW-2025-00031,Cybercrime,Phishing-Mail,Karlsruhe,1,2025-04-16 15:00:00,0,Desktop PC,Vodafone,96079,134.112.195.184,672.58,1,1,21,0.301,1.55,1,1,1,0,niedrig
BW-2025-00032,Raub,Laptop,Freiburg,1,2025-03-20 10:00:00,0,Desktop PC,O2,46512,157.248.55.212,0.0,1,3,21,0.548,0.0,0,0,1,0,mittel
BW-2025-00033,Raub,Messer,Stuttgart,1,2025-01-20 18:00:00,0,Desktop PC,O2,33647,80.245.12.82,7926.08,2,2,22,0.456,11.39,1,1,1,0,mittel
BW-2025-00034,Cybercrime,Phishing-Mail,Freiburg,1,2025-04-08 19:00:00,0,iPhone,Vodafone,84228,179.71.188.231,337.87,1,1,21,0.321,3.92,0,0,0,0,niedrig
BW-2025-00035,Sachbeschädigung,Laptop,Mannheim,1,2025-12-29 03:00:00,1,iPhone,Telekom,38197,107.78.70.203,993.68,3,0,35,0.649,10.53,1,0,0,0,mittel
BW-2025-00036,Sachbeschädigung,keines,Freiburg,1,2025-08-01 17:00:00,0,Android Smartphone,O2,52517,209.222.178.240,8313.44,4,2,45,0.86,39.41,1,1,1,0,hoch
BW-2025-00037,Diebstahl,Smartphone,Mannheim,1,2025-02-25 16:00:00,0,Android Smartphone,Telekom,45665,124.111.218.10,5898.18,2,0,37,0.259,14.7,1,0,1,1,mittel
BW-2025-00038,Sachbeschädigung,keines,Heilbronn,1,2025-05-28 03:00:00,1,Tablet,O2,77154,40.35.36.230,0.0,2,2,4,0.68,8.72,1,0,1,0,niedrig
BW-2025-00039,Drogenhandel,Messer,Karlsruhe,1,2025-12-26 17:00:00,0,Laptop,1&1,97442,89.244.146.193,2327.06,2,4,27,0.602,11.81,0,1,0,1,mittel
BW-2025-00040,Betrug,Fahrzeug,Ulm,0,2025-01-06 05:00:00,1,Desktop PC,Telekom,36794,88.41.209.171,6591.39,1,3,60,1.0,12.07,1,1,0,1,hoch
BW-2025-00041,Raub,Brecheisen,Pforzheim,0,2025-03-23 21:00:00,0,Laptop,O2,11013,138.84.165.17,2740.34,3,4,41,0.357,14.12,1,0,1,1,mittel
BW-2025-00042,Sachbeschädigung,Brecheisen,Mannheim,1,2025-12-08 12:00:00,0,Tablet,Vodafone,83233,182.5.52.127,2675.34,1,5,19,0.738,26.61,1,1,1,1,hoch
BW-2025-00043,Drogenhandel,Laptop,Ulm,0,2025-01-13 19:00:00,0,iPhone,1&1,70260,30.238.205.198,7852.87,3,1,30,0.637,9.29,0,1,0,1,hoch
BW-2025-00044,Drogenhandel,Messer,Ulm,0,2025-03-20 15:00:00,0,Tablet,O2,63088,16.86.218.234,563.69,1,0,3,0.316,4.23,1,0,1,0,niedrig
BW-2025-00045,Drogenhandel,Brecheisen,Heilbronn,1,2025-10-26 03:00:00,1,Laptop,Telekom,23875,73.73.253.9,0.0,2,0,25,0.673,14.55,1,0,1,0,mittel
BW-2025-00046,Sachbeschädigung,Messer,Karlsruhe,1,2025-08-20 18:00:00,0,Tablet,O2,39041,96.67.252.60,0.0,3,2,36,0.352,10.17,1,0,1,1,mittel
BW-2025-00047,Einbruchdiebstahl,Laptop,Karlsruhe,1,2025-08-27 12:00:00,0,Desktop PC,Vodafone,56019,197.53.132.78,5921.56,2,1,27,0.338,6.07,1,0,0,1,mittel
BW-2025-00048,Einbruchdiebstahl,Fahrzeug,Karlsruhe,1,2025-05-15 16:00:00,0,Android Smartphone,O2,32740,165.54.209.236,6138.33,3,1,51,0.753,7.36,1,0,1,1,mittel
BW-2025-00049,Einbruchdiebstahl,Laptop,Mannheim,1,2025-11-03 10:00:00,0,Tablet,1&1,99277,155.130.136.155,7455.1,1,3,25,0.458,6.24,1,0,1,0,mittel
BW-2025-00050,Drogenhandel,Phishing-Mail,Mannheim,1,2025-11-17 02:00:00,1,Tablet,Telekom,67961,172.162.116.133,0.0,4,4,36,0.916,28.01,0,1,1,1,hoch
BW-2025-00051,Cybercrime,Online-Plattform,Stuttgart,1,2025-07-31 21:00:00,0,Laptop,Telekom,70521,126.176.160.145,1056.11,1,1,9,0.224,10.29,1,1,1,1,mittel
BW-2025-00052,Betrug,Smartphone,Freiburg,1,2025-03-03 15:00:00,0,Laptop,Telekom,90610,163.21.157.108,3334.8,1,1,19,0.473,16.04,1,1,0,1,mittel
BW-2025-00053,Sachbeschädigung,keines,Stuttgart,1,2025-08-08 11:00:00,0,Tablet,Vodafone,89299,132.194.210.228,507.73,2,1,13,0.417,1.58,1,0,0,1,niedrig
BW-2025-00054,Einbruchdiebstahl,Smartphone,Heilbronn,1,2025-02-27 13:00:00,0,iPhone,O2,76132,176.104.149.198,6419.46,2,0,22,0.668,8.09,0,1,1,0,mittel
BW-2025-00055,Einbruchdiebstahl,Smartphone,Heidelberg,0,2025-12-24 18:00:00,0,Tablet,1&1,78517,167.28.53.23,817.13,1,1,25,0.228,0.0,0,1,0,0,niedrig
BW-2025-00056,Einbruchdiebstahl,Phishing-Mail,Freiburg,1,2025-10-07 01:00:00,1,Laptop,1&1,54350,184.204.61.175,2902.05,3,3,29,0.664,4.75,0,1,1,1,mittel
BW-2025-00057,Betrug,Phishing-Mail,Karlsruhe,1,2025-09-21 21:00:00,0,Laptop,Telekom,47243,75.130.203.185,719.55,1,1,8,0.622,5.61,1,0,1,0,niedrig
BW-2025-00058,Einbruchdiebstahl,Phishing-Mail,Karlsruhe,1,2025-08-27 19:00:00,0,Desktop PC,Vodafone,50662,178.243.51.179,2744.37,1,0,21,0.184,7.48,1,0,0,0,niedrig
BW-2025-00059,Sachbeschädigung,Brecheisen,Karlsruhe,1,2025-08-13 05:00:00,1,Laptop,1&1,26750,182.140.191.151,6889.09,1,1,42,0.681,9.67,1,1,1,1,mittel
BW-2025-00060,Diebstahl,Messer,Freiburg,1,2025-07-30 20:00:00,0,iPhone,O2,33627,65.213.84.148,3773.49,3,3,46,0.819,19.56,0,1,1,0,mittel
BW-2025-00061,Drogenhandel,keines,Heidelberg,0,2025-04-16 18:00:00,0,Android Smartphone,Vodafone,20114,86.185.7.236,2221.96,5,2,33,0.432,9.2,1,1,1,0,mittel
BW-2025-00062,Diebstahl,Smartphone,Freiburg,1,2025-09-15 04:00:00,1,Desktop PC,Vodafone,30218,52.137.8.128,11835.11,1,4,41,0.419,19.05,1,1,0,1,hoch
BW-2025-00063,Einbruchdiebstahl,Brecheisen,Heilbronn,1,2025-09-06 16:00:00,0,iPhone,1&1,98652,195.54.196.72,2818.19,1,2,33,0.39,9.01,0,1,0,0,mittel
BW-2025-00064,Raub,keines,Pforzheim,0,2025-12-31 13:00:00,0,Tablet,Vodafone,41348,90.57.73.168,4478.55,4,2,44,0.63,13.45,0,1,1,1,hoch
BW-2025-00065,Körperverletzung,Fahrzeug,Freiburg,1,2025-11-12 04:00:00,1,Desktop PC,1&1,46932,210.51.35.4,1327.72,1,0,16,0.402,2.98,1,0,0,0,niedrig
BW-2025-00066,Sachbeschädigung,Messer,Mannheim,1,2025-06-20 16:00:00,0,Android Smartphone,Vodafone,16839,175.36.79.35,6371.49,3,3,34,0.59,23.18,1,0,1,1,hoch
BW-2025-00067,Körperverletzung,Phishing-Mail,Karlsruhe,1,2025-07-14 14:00:00,0,Desktop PC,Telekom,20993,206.91.159.234,1043.59,2,0,18,0.285,8.64,1,0,0,1,niedrig
BW-2025-00068,Einbruchdiebstahl,Online-Plattform,Heilbronn,1,2025-10-26 15:00:00,0,Desktop PC,Vodafone,22021,67.215.123.154,1591.36,1,0,5,0.203,9.26,0,0,0,0,niedrig
BW-2025-00069,Körperverletzung,Phishing-Mail,Stuttgart,1,2025-09-28 15:00:00,0,Tablet,Telekom,75799,106.187.240.177,0.0,1,0,14,0.252,5.6,1,0,1,1,niedrig
BW-2025-00070,Raub,Messer,Karlsruhe,1,2025-01-20 05:00:00,1,Laptop,Vodafone,51770,36.93.130.248,2590.97,2,1,14,0.699,11.03,0,1,1,0,mittel
BW-2025-00071,Drogenhandel,Brecheisen,Mannheim,1,2025-11-19 12:00:00,0,iPhone,O2,28191,205.67.105.231,3040.04,1,0,33,0.951,14.31,0,0,1,0,mittel
BW-2025-00072,Körperverletzung,keines,Stuttgart,1,2025-06-24 17:00:00,0,iPhone,Telekom,38266,49.70.234.249,3144.64,3,1,13,0.495,5.53,0,0,1,0,niedrig
BW-2025-00073,Sachbeschädigung,Laptop,Pforzheim,0,2025-03-25 04:00:00,1,Android Smartphone,O2,16258,72.10.95.12,0.0,1,1,20,0.818,4.7,1,1,1,1,mittel
BW-2025-00074,Sachbeschädigung,keines,Karlsruhe,1,2025-01-12 05:00:00,1,iPhone,1&1,92831,142.239.169.243,8428.94,3,1,54,0.416,21.94,1,1,0,1,hoch
BW-2025-00075,Raub,Brecheisen,Pforzheim,0,2025-08-29 20:00:00,0,Tablet,Telekom,41531,157.23.4.117,409.48,1,0,29,0.237,11.25,0,1,1,0,niedrig
BW-2025-00076,Sachbeschädigung,Brecheisen,Karlsruhe,1,2025-02-16 04:00:00,1,Desktop PC,O2,78951,150.72.244.150,1946.17,1,0,4,0.309,8.26,1,1,1,0,niedrig
BW-2025-00077,Betrug,Messer,Heilbronn,1,2025-09-12 20:00:00,0,iPhone,1&1,43246,202.80.35.244,8538.23,4,3,47,0.848,19.44,0,0,1,0,hoch
BW-2025-00078,Betrug,Phishing-Mail,Karlsruhe,1,2025-03-12 18:00:00,0,Laptop,Vodafone,86271,199.53.54.223,5905.47,4,1,23,0.86,9.49,1,1,1,1,hoch
BW-2025-00079,Drogenhandel,Brecheisen,Stuttgart,1,2025-04-30 12:00:00,0,Laptop,O2,99742,129.241.134.171,13750.67,4,5,45,1.0,13.8,1,1,1,0,hoch
BW-2025-00080,Körperverletzung,Brecheisen,Mannheim,1,2025-01-26 05:00:00,1,iPhone,1&1,48462,62.155.119.168,0.0,1,2,14,0.366,3.98,1,0,0,0,mittel
BW-2025-00081,Betrug,Fahrzeug,Stuttgart,1,2025-12-18 20:00:00,0,Laptop,O2,62196,219.190.115.238,278.64,1,0,20,0.32,0.7,1,1,0,0,niedrig
BW-2025-00082,Körperverletzung,Online-Plattform,Stuttgart,1,2025-09-01 16:00:00,0,Android Smartphone,O2,16265,178.222.2.204,6417.76,4,1,22,0.43,13.33,1,0,0,1,mittel
BW-2025-00083,Drogenhandel,Online-Plattform,Karlsruhe,1,2025-10-01 01:00:00,1,Laptop,1&1,67637,109.251.38.215,1942.82,4,2,22,0.384,12.83,0,0,1,1,mittel
BW-2025-00084,Drogenhandel,Brecheisen,Heilbronn,1,2025-12-21 11:00:00,0,Tablet,O2,44959,216.24.10.130,7368.76,4,0,24,0.667,13.26,1,0,1,0,mittel
BW-2025-00085,Diebstahl,Messer,Karlsruhe,1,2025-07-20 13:00:00,0,Tablet,Vodafone,52101,37.67.219.84,2500.33,1,0,29,0.257,4.9,1,0,0,0,niedrig
BW-2025-00086,Diebstahl,Phishing-Mail,Pforzheim,0,2025-10-18 21:00:00,0,Laptop,1&1,31842,187.148.109.42,5797.52,4,6,51,0.907,28.03,1,1,0,1,hoch
BW-2025-00087,Körperverletzung,Phishing-Mail,Heilbronn,1,2025-10-24 22:00:00,1,iPhone,O2,45986,174.180.66.189,5643.61,2,2,29,0.791,5.1,1,1,0,1,mittel
BW-2025-00088,Betrug,Laptop,Ulm,0,2025-01-22 06:00:00,0,Laptop,Vodafone,28714,166.137.229.203,3977.75,2,1,34,0.983,8.15,0,1,0,0,mittel
BW-2025-00089,Körperverletzung,Smartphone,Mannheim,1,2025-09-08 01:00:00,1,iPhone,Vodafone,57467,109.2.190.230,4047.88,2,2,32,0.513,7.57,0,0,0,0,mittel
BW-2025-00090,Betrug,Brecheisen,Heilbronn,1,2025-10-31 01:00:00,1,Laptop,O2,20077,157.236.137.175,623.84,1,4,27,0.338,1.78,0,1,0,0,niedrig
BW-2025-00091,Einbruchdiebstahl,Phishing-Mail,Ulm,0,2025-06-20 09:00:00,0,Laptop,O2,24869,17.162.65.175,8202.89,3,0,37,0.774,17.86,1,1,1,0,mittel
BW-2025-00092,Einbruchdiebstahl,keines,Ulm,0,2025-06-28 16:00:00,0,Desktop PC,Telekom,44116,191.59.210.127,3213.52,3,2,27,0.599,8.55,1,0,0,0,mittel
BW-2025-00093,Körperverletzung,Fahrzeug,Pforzheim,0,2025-03-25 17:00:00,0,Tablet,Vodafone,27790,29.245.19.26,4380.14,2,3,32,0.664,12.69,0,1,1,0,mittel
BW-2025-00094,Körperverletzung,Brecheisen,Heilbronn,1,2025-08-26 04:00:00,1,iPhone,O2,18511,151.204.156.234,1435.83,2,1,9,0.674,3.84,0,0,0,1,niedrig
BW-2025-00095,Cybercrime,Online-Plattform,Mannheim,1,2025-12-14 07:00:00,0,Android Smartphone,O2,39391,42.17.156.15,0.0,1,0,14,0.319,1.25,0,0,0,0,niedrig
BW-2025-00096,Raub,Brecheisen,Heidelberg,0,2025-09-04 08:00:00,0,Tablet,Telekom,82616,157.128.197.170,4430.33,2,0,18,0.54,9.98,0,1,0,0,mittel
BW-2025-00097,Drogenhandel,keines,Mannheim,1,2025-02-14 21:00:00,0,Desktop PC,Telekom,50539,112.237.207.227,604.09,1,2,27,0.514,5.61,1,1,0,1,mittel
BW-2025-00098,Körperverletzung,Messer,Ulm,0,2025-03-27 13:00:00,0,Desktop PC,Telekom,51553,175.112.77.72,2266.34,1,0,41,0.735,10.36,0,1,0,1,mittel
BW-2025-00099,Diebstahl,keines,Heilbronn,1,2025-03-29 14:00:00,0,Desktop PC,O2,82260,174.201.136.228,5088.78,3,2,59,0.706,37.81,1,1,0,1,hoch
BW-2025-00100,Einbruchdiebstahl,Brecheisen,Ulm,0,2025-03-26 18:00:00,0,Desktop PC,Telekom,77908,50.44.5.136,921.06,1,3,18,0.701,3.23,0,0,1,0,mittel
BW-2025-00101,Cybercrime,Brecheisen,Mannheim,1,2025-08-25 05:00:00,1,Laptop,Vodafone,78012,83.183.99.213,4910.69,1,4,13,0.595,16.28,1,1,1,1,mittel
BW-2025-00102,Diebstahl,Online-Plattform,Heidelberg,0,2025-03-27 10:00:00,0,Desktop PC,O2,91922,88.133.233.199,992.85,2,0,21,0.382,6.13,1,1,0,1,niedrig
BW-2025-00103,Diebstahl,Brecheisen,Mannheim,1,2025-01-29 02:00:00,1,Android Smartphone,O2,13718,31.203.5.100,0.0,2,1,12,0.053,3.8,1,0,0,0,niedrig
BW-2025-00104,Betrug,Online-Plattform,Heidelberg,0,2025-01-21 16:00:00,0,Desktop PC,1&1,75278,171.141.210.27,611.08,2,2,15,0.782,7.19,0,0,1,0,mittel
BW-2025-00105,Cybercrime,Online-Plattform,Heilbronn,1,2025-07-23 01:00:00,1,Android Smartphone,1&1,69446,29.174.92.34,1615.8,1,0,17,0.303,8.93,0,0,1,0,niedrig
BW-2025-00106,Betrug,Brecheisen,Heilbronn,1,2025-11-14 01:00:00,1,Tablet,1&1,36741,98.22.220.46,5617.7,3,4,25,0.511,9.57,1,1,1,0,mittel
BW-2025-00107,Einbruchdiebstahl,Phishing-Mail,Freiburg,1,2025-03-31 06:00:00,0,Laptop,1&1,58567,142.213.188.235,7832.5,3,4,51,0.721,35.03,1,1,0,1,hoch
BW-2025-00108,Diebstahl,Phishing-Mail,Heidelberg,0,2025-07-02 14:00:00,0,Tablet,Telekom,68929,74.119.156.174,1153.83,3,2,21,0.933,8.86,0,1,0,1,mittel
BW-2025-00109,Einbruchdiebstahl,Laptop,Stuttgart,1,2025-10-13 10:00:00,0,Laptop,1&1,42541,51.226.19.188,4043.58,3,3,39,0.678,3.14,1,1,1,1,mittel
BW-2025-00110,Drogenhandel,Phishing-Mail,Heidelberg,0,2025-12-18 09:00:00,0,Android Smartphone,1&1,71186,138.174.183.72,3339.65,2,5,39,0.304,13.58,0,0,0,0,mittel
BW-2025-00111,Cybercrime,keines,Stuttgart,1,2025-12-12 01:00:00,1,iPhone,1&1,69930,72.160.100.118,11155.28,1,1,23,1.0,11.84,1,1,1,1,hoch
BW-2025-00112,Raub,Phishing-Mail,Stuttgart,1,2025-12-04 20:00:00,0,iPhone,O2,88317,178.125.149.241,7605.04,3,2,28,0.775,7.27,1,0,1,1,mittel
BW-2025-00113,Körperverletzung,Online-Plattform,Stuttgart,1,2025-04-02 10:00:00,0,iPhone,1&1,44664,197.61.247.255,3450.16,3,4,30,0.571,9.62,1,1,1,0,mittel
BW-2025-00114,Drogenhandel,Messer,Freiburg,1,2025-02-04 22:00:00,1,iPhone,1&1,84747,154.211.58.252,0.0,2,1,29,0.828,15.51,0,0,1,0,mittel
BW-2025-00115,Raub,Phishing-Mail,Pforzheim,0,2025-12-11 05:00:00,1,iPhone,1&1,69028,206.175.252.254,0.0,1,0,19,0.682,4.89,0,0,0,1,niedrig
BW-2025-00116,Cybercrime,Laptop,Mannheim,1,2025-09-12 18:00:00,0,iPhone,1&1,54444,153.206.17.40,2876.9,1,1,18,0.375,8.82,1,0,0,0,niedrig
BW-2025-00117,Drogenhandel,Brecheisen,Heidelberg,0,2025-12-08 09:00:00,0,Desktop PC,1&1,15276,22.153.0.52,4459.93,3,3,20,0.711,6.64,1,1,1,1,mittel
BW-2025-00118,Betrug,Brecheisen,Freiburg,1,2025-04-12 16:00:00,0,Tablet,1&1,89463,142.248.47.22,9056.74,1,1,24,0.641,17.35,1,0,1,1,mittel
BW-2025-00119,Einbruchdiebstahl,Phishing-Mail,Freiburg,1,2025-07-24 06:00:00,0,Android Smartphone,1&1,87820,97.28.146.16,7558.49,1,2,44,0.886,6.68,0,1,1,0,mittel
BW-2025-00120,Körperverletzung,Online-Plattform,Heilbronn,1,2025-08-15 03:00:00,1,iPhone,O2,98317,39.15.11.220,1882.78,3,0,6,0.222,1.65,0,0,1,0,niedrig
BW-2025-00121,Sachbeschädigung,Online-Plattform,Stuttgart,1,2025-07-01 06:00:00,0,Desktop PC,1&1,95929,211.108.101.68,962.96,1,2,17,0.571,0.0,1,1,1,1,niedrig
BW-2025-00122,Raub,Smartphone,Heilbronn,1,2025-04-11 21:00:00,0,Android Smartphone,1&1,99224,73.0.152.14,1737.47,2,2,18,0.676,4.51,1,1,1,1,mittel
BW-2025-00123,Betrug,Laptop,Heidelberg,0,2025-08-03 03:00:00,1,iPhone,1&1,64890,49.196.50.246,1297.53,1,2,12,0.568,4.57,0,0,0,1,niedrig
BW-2025-00124,Sachbeschädigung,Fahrzeug,Ulm,0,2025-02-12 12:00:00,0,Desktop PC,1&1,28098,143.200.108.70,3833.85,2,2,17,0.372,5.77,0,1,1,0,mittel
BW-2025-00125,Raub,Phishing-Mail,Heilbronn,1,2025-08-03 04:00:00,1,Desktop PC,1&1,32699,128.172.130.76,2902.8,2,2,36,0.566,9.41,1,1,0,1,mittel
BW-2025-00126,Drogenhandel,Phishing-Mail,Pforzheim,0,2025-05-12 06:00:00,0,Desktop PC,1&1,42311,82.108.246.140,398.29,2,0,5,0.286,0.0,1,0,1,0,niedrig
BW-2025-00127,Cybercrime,Fahrzeug,Pforzheim,0,2025-11-30 19:00:00,0,Laptop,Vodafone,51555,133.212.101.161,6782.67,1,5,28,0.476,4.05,1,0,1,1,mittel
BW-2025-00128,Drogenhandel,Online-Plattform,Pforzheim,0,2025-09-27 08:00:00,0,iPhone,1&1,55237,208.231.139.35,10284.91,3,3,49,0.575,28.48,1,1,1,0,hoch
BW-2025-00129,Einbruchdiebstahl,Online-Plattform,Stuttgart,1,2025-08-25 10:00:00,0,Laptop,Telekom,67983,178.237.200.216,293.75,1,1,23,0.477,5.76,1,1,1,1,mittel
BW-2025-00130,Cybercrime,keines,Heidelberg,0,2025-07-05 10:00:00,0,Android Smartphone,O2,27992,38.246.69.246,0.0,2,1,6,0.312,3.49,0,0,0,1,niedrig
BW-2025-00131,Raub,Fahrzeug,Stuttgart,1,2025-06-08 22:00:00,1,Desktop PC,Vodafone,16880,36.166.146.201,12452.16,2,2,6,0.63,26.7,1,1,1,1,hoch
BW-2025-00132,Sachbeschädigung,Phishing-Mail,Heilbronn,1,2025-01-04 12:00:00,0,iPhone,Vodafone,82135,51.110.211.144,7931.11,3,2,27,0.741,36.02,1,1,1,1,hoch
BW-2025-00133,Sachbeschädigung,keines,Heilbronn,1,2025-08-08 06:00:00,0,Android Smartphone,O2,47409,176.89.144.231,1342.74,1,5,23,0.532,15.53,0,1,0,1,mittel
BW-2025-00134,Betrug,Laptop,Heidelberg,0,2025-04-30 12:00:00,0,Desktop PC,Telekom,64773,56.0.125.5,431.41,1,1,15,0.66,3.08,0,1,0,0,niedrig
BW-2025-00135,Betrug,Messer,Heilbronn,1,2025-01-26 13:00:00,0,Android Smartphone,O2,11214,87.99.110.149,3725.11,1,0,18,0.79,6.06,0,0,1,0,mittel
BW-2025-00136,Diebstahl,Phishing-Mail,Pforzheim,0,2025-04-02 14:00:00,0,Tablet,1&1,76088,130.208.53.158,2622.84,2,0,19,0.586,0.0,0,0,1,0,niedrig
